seed,max_sequence_length,case_name,deviation,lower_bound,upper_bound,exact_bound,runtime,precision,recall,f1,states,status,error_message
75385,15,both_bounds,0.0,0.058,0.059,0.058344593424106986,0.27971887588500977,0.9861218195836546,0.9876447876447877,0.9868827160493827,2,success,
75385,15,lower_only,0.0,0.058,,0.058344593424106986,7.133033990859985,0.7392996108949417,0.7335907335907336,0.7364341085271318,2,success,
75385,15,upper_only,0.0,,0.059,0.058344593424106986,2.500581979751587,0.798443579766537,0.7922779922779922,0.7953488372093023,2,success,
88322,15,both_bounds,0.0,0.058,0.059,0.05865641132245435,1.164827823638916,1.0,0.9905362776025236,0.9952456418383518,2,success,
88322,15,lower_only,0.0,0.058,,0.05865641132245435,2.9422390460968018,0.994435612082671,0.9865930599369085,0.9904988123515439,2,success,
88322,15,upper_only,0.0,,0.059,0.05865641132245435,2.6539039611816406,1.0,0.9779179810725552,0.988835725677831,2,success,
51134,15,both_bounds,0.0,0.058,0.059,0.05861021607825474,2.6046807765960693,0.9889152810768013,0.9819182389937107,0.9854043392504931,2,success,
51134,15,lower_only,0.0,0.058,,0.05861021607825474,6.022272109985352,0.7146153846153847,0.7303459119496856,0.7223950233281493,2,success,
51134,15,upper_only,0.0,,0.059,0.05861021607825474,6.554347038269043,1.0,0.9819182389937107,0.9908766362554542,2,success,
68503,15,both_bounds,0.0,0.058,0.059,0.05895668040975181,1.810002088546753,0.9788961038961039,0.9710144927536232,0.9749393694421988,2,success,
68503,15,lower_only,0.0,0.058,,0.05895668040975181,1.1123180389404297,1.0,0.9951690821256038,0.9975786924939467,2,success,
68503,15,upper_only,0.0,,0.059,0.05895668040975181,6.354029893875122,0.6740681998413958,0.6843800322061192,0.6791849780263683,2,success,
29382,15,both_bounds,0.0,0.058,0.059,0.05896822922080172,2.454087018966675,1.0,1.0,1.0,2,success,
29382,15,lower_only,0.0,0.058,,0.05896822922080172,1.1590938568115234,1.0,0.984689766317486,0.9922858302882663,2,success,
29382,15,upper_only,0.0,,0.059,0.05896822922080172,1.1802818775177002,1.0,0.9709911361804996,0.9852820932134096,2,success,
45,15,both_bounds,0.0,0.058,0.059,0.05848317915670582,1.166821002960205,0.9795758051846033,0.9719407638347622,0.9757433489827856,2,success,
45,15,lower_only,0.0,0.058,,0.05848317915670582,10.872984170913696,0.9905808477237049,0.9836321122369447,0.9870942510754791,2,success,
45,15,upper_only,0.0,,0.059,0.05848317915670582,1.0949299335479736,0.9952114924181963,0.9719407638347622,0.9834384858044164,2,success,
69007,15,both_bounds,0.0,0.059,0.06,0.05910681495340055,3.0429160594940186,0.990228013029316,0.9894222945484134,0.9898249898249898,2,success,
69007,15,lower_only,0.0,0.059,,0.05910681495340055,1.5813820362091064,0.7235438884331419,0.7176566314076485,0.7205882352941176,2,success,
69007,15,upper_only,0.0,,0.06,0.05910681495340055,5.668102979660034,0.725328947368421,0.7176566314076485,0.7214723926380369,2,success,
15852,15,both_bounds,0.0,0.058,0.059,0.058344593424106986,1.1377379894256592,0.9745958429561201,0.9776061776061776,0.9760986892829607,2,success,
15852,15,lower_only,0.0,0.058,,0.058344593424106986,17.76743197441101,0.00231839258114374,0.0023166023166023165,0.002317497103128621,2,success,
15852,15,upper_only,0.0,,0.059,0.058344593424106986,1.4844231605529785,0.9875195007800313,0.9776061776061776,0.9825378346915018,2,success,
79121,15,both_bounds,0.0,0.058,0.059,0.058760350621903476,5.050811052322388,1.0,0.9976171564733916,0.9988071570576541,2,success,
79121,15,lower_only,0.0,0.058,,0.058760350621903476,7.113598108291626,0.9843382928739233,0.9984114376489277,0.9913249211356467,2,success,
79121,15,upper_only,0.0,,0.059,0.058760350621903476,1.2306787967681885,1.0,0.9809372517871326,0.9903769045709703,2,success,
33653,15,both_bounds,0.0,0.058,0.059,0.05899132684290152,0.28517913818359375,0.986212489862125,0.9814366424535916,0.9838187702265372,2,success,
33653,15,lower_only,0.0,0.058,,0.05899132684290152,1.0247960090637207,0.986212489862125,0.9814366424535916,0.9838187702265372,2,success,
33653,15,upper_only,0.0,,0.059,0.05899132684290152,1.4551219940185547,0.702037351443124,0.6674737691686844,0.6843194042201076,2,success,
